subject,rel_between_session,rel_within_session_run1
468050,0.4810047,0.3711143
469961,0.45402297,0.33398503
475855,0.4551798,0.31344754
479762,0.45621598,0.16986172
480141,0.4482746,0.4443936
481042,0.58096755,0.36051032
481951,0.24366948,0.57186556
485757,0.43134582,0.19875993
486759,0.3977299,0.28168806
495255,0.57399106,0.4583285
497865,0.45885158,0.25024056
499566,0.35441306,0.41667694
500222,0.4721351,0.54506665
506234,0.4863327,0.33507758
510225,0.4888059,0.53651315
510326,0.53644353,0.5691936
512835,0.433049,0.31996635
513130,0.5631534,0.49334976
513736,0.586964,0.41935277
516742,0.30465952,0.25917724
517239,0.3209367,0.18406107
518746,0.4910051,0.2673689
519647,0.42469758,0.28575262
519950,0.60400903,0.3497933
520228,0.46192712,0.46937746
522434,0.5526377,0.42174515
523032,0.31440938,0.20112373
524135,0.5643087,0.4141701
525541,0.58170354,0.38207346
529549,0.63118947,0.43468043
529953,0.5416394,0.3462759
530635,0.47217962,0.24442616
531536,0.5647301,0.4254715
531940,0.3280777,0.32272315
536647,0.44479707,0.27539685
540436,0.22315465,0.40731692
541640,0.49632066,0.32934847
541943,0.42803243,0.24700959
545345,0.51854974,0.30105722
547046,0.4025006,-0.0051277885
548250,0.3201932,0.39496148
552241,0.47129226,0.21281731
552544,0.50281787,0.36539876
553344,0.59867275,0.41247877
555348,0.1445353,0.38943374
555651,0.56381357,0.36002544
555954,0.4724195,0.3532738
557857,0.43528828,0.32555586
558657,0.40647975,0.19407195
558960,0.43546605,0.28276694
559053,0.43701327,0.3085503
559457,0.40981656,0.27775103
561242,0.4863455,0.19514959
561444,0.2683176,0.23567076
561949,0.4039278,0.22355887
562345,0.43001416,0.087590486
562446,0.3440431,0.43960762
565452,0.619584,0.45038906
566454,0.22414313,0.32315892
567052,0.57007647,0.3155987
567759,0.4176047,0.47644284
567961,0.39637443,0.337819
568963,0.49513733,0.34498957
570243,0.5760985,0.41248336
571144,0.3806046,0.26687735
572045,0.53775597,0.41532713
573249,0.37819868,0.41685787
573451,0.5216999,0.29203114
576255,0.46326748,0.3340059
578057,0.5449844,0.33781856
579665,0.35264593,0.35382345
579867,0.6158343,0.36246318
580044,0.60287637,0.36778423
580347,0.39996818,0.12075896
580650,0.21440178,0.25194502
580751,0.5187613,0.22453302
581349,0.51530457,0.34640643
581450,0.3698271,0.24227482
583858,0.3806108,0.23285106
585256,0.7376589,0.5846167
585862,0.4032268,0.17381787
586460,0.5921051,0.48350167
587664,0.3424173,0.2408943
588565,0.46893996,0.30810153
589567,0.704527,0.5424006
590047,0.46675068,0.33666837
592455,0.54636484,0.38036317
594156,0.4887593,0.38298887
597869,0.64825994,0.521475
598568,0.614417,0.45691422
599065,0.58306503,0.34068805
599469,0.27186042,0.34206066
599671,0.48205382,0.36185724
601127,0.45867968,0.21655127
604537,0.30825487,0.36074513
609143,0.46303865,0.22358803
611938,0.26671025,0.26640457
613538,0.49700022,0.308252
614439,0.36869907,0.09773215
615441,0.41120207,0.20688511
615744,0.46420482,0.41262734
616645,0.59896857,0.3921478
617748,0.5489743,0.4277158
618952,0.5413244,0.30766183
620434,0.5468002,0.33088577
622236,0.57249784,0.43142146
623844,0.41706282,0.35529277
626648,0.53728604,0.40343183
627549,0.3692045,0.2587187
627852,0.5287213,0.39610627
628248,0.3898625,0.23670556
633847,0.50654125,0.30175593
634748,0.5117698,0.1502039
635245,0.5257657,0.12549075
638049,0.2424103,0.39106655
644246,0.48784125,0.21187244
645450,0.545708,0.23083444
645551,0.47306186,0.30880222
647858,0.5011914,0.38564473
654350,0.6097267,0.42195332
654552,0.65378726,0.34316993
654754,0.33849964,0.27583244
656253,0.57602096,0.4341302
656657,0.3318104,0.2635236
657659,0.51740396,0.41951588
660951,0.50154054,0.34845752
662551,0.4042765,0.079316676
663755,0.5083626,0.35858622
664757,0.19366688,0.36519969
665254,0.5972226,0.45529038
667056,0.40846252,0.28109193
668361,0.58374935,0.37684563
671855,0.47538102,0.2537991
672756,0.52587545,0.33556646
673455,0.54820174,0.33542484
675661,0.6026012,0.38777485
677766,0.48040804,0.3415887
677968,0.44697914,0.21651125
679568,0.34206232,0.29442072
679770,0.43565205,0.28836808
680250,0.42694554,0.3108221
680452,0.4077522,0.15088327
680957,0.18480122,0.20902239
683256,0.54865474,0.46594715
685058,0.44840512,0.22712153
686969,0.40536776,0.33957854
687163,0.30860117,0.3149846
690152,0.51856136,0.34002107
692964,0.4680044,0.31292012
693764,0.50248045,0.3683543
694362,0.15297936,0.3367749
695768,0.21459511,0.3562743
698168,0.6356186,0.40138438
700634,0.51672995,0.35133627
702133,0.3607403,0.18280275
704238,0.49447873,0.3750979
705341,0.53286296,0.3324876
706040,0.4427757,0.32589144
707749,0.44883242,0.3198077
709551,0.33975053,0.29219875
713239,0.44003817,0.47606704
715041,0.43249384,0.22032957
715647,0.36544567,0.24721682
715950,0.6086348,0.34104574
720337,0.4296071,0.34626666
723141,0.38226837,0.3721939
724446,0.37817407,0.42847252
725751,0.3954491,0.30679354
727553,0.609349,0.44512817
727654,0.41521886,0.24101724
728454,0.4669833,0.37883592
729254,0.25928068,0.42292154
729557,0.1830753,0.38313872
731140,0.5898155,0.40736297
732243,0.63170195,0.5536207
734045,0.35703796,0.16131376
735148,0.43857825,0.2804253
737960,0.32588556,0.43272722
742549,0.46443972,0.13175124
744553,0.5267812,0.33366492
748258,0.49624,0.36380425
748662,0.39507663,0.21121836
749058,0.65703225,0.4586915
749361,0.37872583,0.1746662
751348,0.49321213,0.25231898
751550,0.6046027,0.65122116
753150,0.64568305,0.51224613
753251,0.35540307,0.20557283
756055,0.32648173,0.3800219
757764,0.6162029,0.42809626
759869,0.45352829,0.34105688
760551,0.46770418,0.26413524
761957,0.3101238,0.4785704
763557,0.5137723,0.22092955
765056,0.36740804,0.10695575
765864,0.38000682,0.41769877
767464,0.6115251,0.43651703
769064,0.5448237,0.49803314
770352,0.6314067,0.44725043
771354,0.5196911,0.42970178
773257,0.4824827,0.3449591
774663,0.39540505,0.11519887
779370,0.4419205,0.19930895
782561,0.47676754,0.2759082
783462,0.47052118,0.2807035
784565,0.44122344,0.48173887
786569,0.44923246,0.23377663
788674,0.44275555,0.15437657
788876,0.44510862,0.26424056
789373,0.47583988,0.261747
792564,0.3715655,0.3685355
792766,0.61778295,0.41792446
792867,0.30134773,0.009455381
793465,0.54084533,0.25225022
800941,0.3440142,0.12262854
802844,0.5094095,0.4139496
803240,0.46763438,0.38836595
804646,0.29047945,0.5199229
809252,0.4733918,0.6158857
810843,0.4131164,0.24102075
812746,0.21294303,0.27655557
814548,0.28791413,0.31681335
814649,0.475394,0.28925264
815247,0.41758153,0.13024831
816653,0.43419847,0.23301125
818455,0.374786,0.5068723
818859,0.4597081,0.2703088
820745,0.42433074,0.14403081
825048,0.43535125,0.34740946
825553,0.44258785,0.32708958
825654,0.51264733,0.3783072
826353,0.4444095,0.30558392
826454,0.42125374,0.18844478
827052,0.30542582,0.27930418
828862,0.44273955,0.39334705
832651,0.5293232,0.61501867
833148,0.54551345,0.3631019
833249,0.25842237,0.23383771
835657,0.29227722,0.3314423
837560,0.46544373,0.4442855
837964,0.5115521,0.24512355
841349,0.18330121,0.43759322
843151,0.58905584,0.23239243
844961,0.64584184,0.4086682
845458,0.3133739,0.51721424
